N,P,K,temperature,humidity,ph,rainfall,label
72.0,51.0,40.0,23.273217224805432,74.13684741256006,7.490894268836717,199.44091057396247,jute
65.0,39.0,45.0,23.721390030778334,70.92585763869337,6.897827637736711,184.408721966532,jute
78.0,50.0,43.0,25.019983994475705,85.83715742419653,6.378680469706305,159.77468844307015,jute
77.0,52.0,41.0,23.796723389161905,83.47317349403883,5.989020913228343,167.63782147297732,jute
89.0,52.0,42.0,22.984844832520174,81.60029072230468,6.278907984936564,196.64688323583107,jute
62.0,49.0,37.0,24.136416482440648,82.75111105861043,7.430784738983943,166.02108771691678,jute
90.0,48.0,45.0,23.936152491998833,71.33465561169058,6.417560487326823,153.66395095817506,jute
66.0,47.0,36.0,24.864112642676275,74.43856782508342,6.6480306751211975,175.58307838648182,jute
80.0,52.0,39.0,26.5266745963041,76.87978073011563,7.173087196543301,197.25032956781357,jute
89.0,52.0,45.0,24.89726234562295,76.93849487379366,7.033653803529237,196.43003614805775,jute
77.0,51.0,44.0,23.206489456586034,82.57724585253217,7.212054249442459,166.36754511070566,jute
94.0,37.0,41.0,24.90243402198037,87.01241047114422,6.405421180525963,179.05422446837053,jute
75.0,41.0,35.0,24.73136867241057,78.62063760857677,6.866121190969941,166.599094790008,jute
60.0,55.0,36.0,26.273920181224874,80.36711308974903,7.0939270129265495,150.6641300026438,jute
62.0,56.0,35.0,25.86728675469248,81.47493647816287,6.342388701454808,163.45584126421662,jute
84.0,40.0,42.0,26.289247734696808,73.38028621886993,6.768435713404094,186.67279964594508,jute
100.0,56.0,40.0,26.297913716567624,83.29651729757816,7.501462756921722,176.1849024687183,jute
75.0,56.0,44.0,25.269143192775076,73.77343947994837,6.0643000285897255,167.90277478048282,jute
78.0,46.0,42.0,23.256060244369632,78.59224864456993,6.988430770613876,155.46023687506576,jute
82.0,48.0,36.0,25.778393714733998,81.86273021050599,6.507175490409932,193.19622378408982,jute
100.0,58.0,41.0,23.200647953197876,87.88637865784116,6.580003102881742,160.47274706722953,jute
88.0,50.0,40.0,25.717077755873824,80.10669778026259,7.160174506308394,182.04369518786362,jute
67.0,41.0,40.0,25.928144721117373,87.60573123486435,7.095078322858199,152.51982140587216,jute
72.0,42.0,43.0,26.64880784164875,81.02103123105074,6.444362176082529,181.16127408310982,jute
89.0,40.0,43.0,26.131306388162386,72.96198425522071,7.1954808827746035,190.06110802711834,jute
89.0,57.0,43.0,26.958974621810974,73.33724553615774,6.9972172361169465,177.07604492643063,jute
61.0,41.0,44.0,24.36631400248322,82.21731140229873,6.708894926542616,159.9301405850901,jute
79.0,45.0,43.0,25.772101293116638,79.06294644217216,6.998555087005982,187.2876982321733,jute
84.0,40.0,43.0,24.941490970792927,88.29912668206501,7.368275959457978,169.46672789803395,jute
98.0,43.0,35.0,25.406081138933512,76.30511646202557,7.438255773479289,188.68168524322664,jute
75.0,36.0,44.0,23.29172950491751,74.34887861864091,6.67910209478613,153.70528719004176,jute
89.0,58.0,35.0,24.082518987910618,81.96974435147303,5.941516332612264,167.1721715093392,jute
91.0,41.0,37.0,24.457334730436237,83.23952000845136,6.095357852854084,192.25302034219638,jute
77.0,48.0,36.0,25.89051268444963,84.30914885703648,7.31362551428845,154.87864753136546,jute
66.0,58.0,35.0,23.50110837157288,79.51958553126589,7.368566163810949,185.22024806330668,jute
62.0,59.0,41.0,24.310680257282648,74.90284650103074,7.358603004466117,192.4348769588439,jute
82.0,35.0,35.0,25.588367211417243,86.98949773055686,7.234914547620699,176.3089543877206,jute
61.0,41.0,35.0,24.990383828408508,79.2977484957616,6.835915304571152,195.90774902731488,jute
99.0,57.0,38.0,24.725001219810405,82.22168828456668,6.305160100072677,156.19685341014295,jute
70.0,42.0,43.0,23.12441395690607,76.75782104824013,6.599616835118218,157.21423611313108,jute
90.0,59.0,35.0,24.43676304646092,89.79995487888567,7.052837375249361,175.17461942824121,jute
73.0,43.0,42.0,26.620199260491766,78.08652874937711,6.29495795970696,154.81697099420953,jute
67.0,46.0,44.0,27.007069148748045,78.10712882242531,7.004404185597675,153.92020290313818,jute
84.0,37.0,42.0,25.637330344514503,81.0301249321841,6.606771351748991,169.87185608555146,jute
72.0,41.0,36.0,24.203746707159727,80.51407384487743,6.057765889085999,176.7290409497078,jute
71.0,56.0,37.0,23.179075445225592,86.16254124821154,6.356835508817395,176.11085124919654,jute
64.0,53.0,38.0,26.29237604794334,78.61373847285833,6.831696239626505,183.23646127409583,jute
65.0,54.0,39.0,23.882426214765403,70.9814043787276,7.209690435669601,159.9671232816851,jute
60.0,58.0,37.0,26.209804564757345,79.3346135953032,6.016215692541115,171.58095899909236,jute
86.0,39.0,43.0,26.14506566746867,71.08013726452191,6.494087443439715,193.01246610492697,jute
90.0,50.0,44.0,26.928417690110535,73.65294463410474,6.202450656096058,171.31398295978744,jute
91.0,38.0,36.0,26.420582220365436,77.03093246779483,7.077743882507209,157.901936088104,jute
87.0,48.0,38.0,23.71854036623365,80.9558393365831,7.168856124929069,190.29732084331587,jute
72.0,41.0,36.0,26.541182569606757,86.89776381022266,6.017711261293731,153.23342566047384,jute
71.0,54.0,35.0,26.744895290158333,70.94280635921272,7.117838747171573,199.31892279900586,jute
82.0,46.0,41.0,23.324919381039116,79.76910710527123,6.416291258051986,187.22704794134398,jute
71.0,52.0,43.0,26.541776437550624,74.14999598616839,6.521166316431831,180.2677545752508,jute
80.0,43.0,43.0,23.707657921911302,74.44448443451753,5.9766686481494045,172.5965428942967,jute
77.0,55.0,43.0,25.462775727506298,75.99646664982326,6.774555812590014,193.67634907568123,jute
95.0,57.0,41.0,23.19638310178246,73.61682712243602,6.557735467576538,184.71128570752458,jute
63.0,47.0,35.0,26.770688389128864,88.98941240307616,7.435016444583116,193.9969955421017,jute
93.0,43.0,38.0,23.767852001361916,86.1800706420561,6.961707629159813,150.15147778986702,jute
87.0,44.0,43.0,23.98890625896767,86.88589760670978,6.643158292991397,177.52961738749318,jute
88.0,52.0,39.0,23.93255425990516,87.91542969016844,7.041323868480329,154.59891316683766,jute
90.0,39.0,37.0,24.889695416483626,81.58941749437122,6.869483530783295,190.71167660472105,jute
90.0,39.0,43.0,24.428798097686734,82.18473486281096,6.962586214041839,190.81634755270747,jute
84.0,38.0,43.0,26.526273713983695,73.83940065907213,7.08986554475624,159.49556640204335,jute
89.0,47.0,38.0,25.536406313358103,72.16671680792567,5.849363570816063,152.0752226578873,jute
60.0,37.0,39.0,26.807714460538687,83.16858499697909,6.043016023988529,161.24519698673595,jute
63.0,41.0,45.0,25.280177877030166,86.84800074972098,7.007729562440646,196.49174131846527,jute
86.0,40.0,39.0,25.759347301522137,88.0085365404448,6.171455679460526,175.61518917719815,jute
96.0,41.0,40.0,23.67426246591648,71.7502008728674,6.113597829753069,190.41916230515653,jute
100.0,35.0,36.0,25.51741345107101,71.90060166512438,6.414456697849567,190.52088358013,jute
63.0,37.0,43.0,23.55739690342274,85.10551512581897,6.807787055193338,185.73438408632325,jute
70.0,43.0,40.0,24.50316654809687,88.81574272409593,6.2157035052945036,168.87528923320906,jute
67.0,55.0,44.0,26.50678442693813,75.21526266969884,7.318746297852962,182.40794203814085,jute
74.0,40.0,40.0,25.041273098346693,83.17140244553612,6.365954763586738,169.4628252425865,jute
89.0,53.0,44.0,24.804949214244832,71.82672318480144,7.279150002726153,150.33524178312732,jute
74.0,46.0,45.0,25.725794370822978,88.31694209924213,6.325946895689351,189.45010184060143,jute
89.0,41.0,38.0,22.94908513209666,74.57532941873684,6.219910880347172,199.91838275410018,jute
60.0,55.0,40.0,25.11398052038778,89.07722038798421,6.908649615096387,151.59079565546324,jute
67.0,43.0,38.0,25.257359826865148,70.81970878715534,7.327460228289599,195.99632868214366,jute
70.0,38.0,35.0,24.404250279150684,79.26918988496918,6.9033461904976905,164.15597635620875,jute
74.0,49.0,38.0,23.195918141608406,71.36138874249372,7.487260402309255,164.6082365268607,jute
90.0,40.0,39.0,25.68306613878506,81.78134096848936,6.52704014671158,191.920733261605,jute
82.0,35.0,44.0,26.954260959784115,78.02108455464095,6.298108465946187,169.6295721321429,jute
73.0,45.0,37.0,23.689891676049797,74.6261820013625,6.647818213074776,181.36214688850842,jute
85.0,53.0,38.0,24.763314133903332,73.98137020667086,6.539744452952386,153.92791821078245,jute
81.0,56.0,36.0,23.304462171686442,72.62234458251646,7.2092202579951286,174.71369499449585,jute
84.0,55.0,38.0,26.89449403056562,79.86356390467789,6.85374472315153,172.9191590317575,jute
80.0,45.0,42.0,23.195260924923456,74.94458262346436,7.627699389142021,151.95600510678182,jute
76.0,54.0,45.0,24.269846831498832,77.62956534337519,6.165908750193714,184.94016868163686,jute
76.0,56.0,39.0,24.57498109325084,89.91950621582474,6.475494719168753,197.08389240974708,jute
81.0,40.0,45.0,25.805429081720806,80.80292024095421,6.344074910740183,174.42017888228528,jute
76.0,44.0,45.0,25.455808743832076,84.5570115539992,6.856186109539927,168.62754370178914,jute
69.0,47.0,40.0,25.384964870685174,76.34412382469249,6.066224939960363,183.80454267930375,jute
82.0,40.0,45.0,26.316980690329583,81.66188243615399,6.678004924973731,180.03062957392078,jute
69.0,57.0,35.0,24.3061840573214,78.42655209663099,6.260551448946174,186.31586893757876,jute
81.0,36.0,38.0,23.78871330339339,87.83861984969256,6.253811469987038,150.04410628063266,jute
67.0,60.0,38.0,24.7694217316765,78.5035357253252,7.157645736789099,162.15033852497794,jute
72.0,51.0,40.0,23.27078876238942,74.20877192554137,7.41483003037249,199.49518737517946,jute
65.0,39.0,45.0,23.500345079166557,70.91258074527016,6.832091018895466,184.47181793304293,jute
78.0,50.0,43.0,25.046274327710663,85.52457395985421,6.31233925213961,159.59585736618587,jute
77.0,52.0,41.0,24.017586480953383,83.56338653544049,6.339146661100794,167.70682260389935,jute
89.0,52.0,42.0,23.023293441493717,81.37772253604275,6.073396747309524,196.69773916409952,jute
62.0,49.0,37.0,24.32179639265016,82.81306173891609,7.565539321296493,166.24662066920902,jute
90.0,48.0,45.0,24.17137124043732,71.39824566941705,6.358107047459665,153.53120900949025,jute
66.0,47.0,36.0,24.938848377444018,74.49252785825747,6.659774530970421,175.57039977915554,jute
80.0,52.0,39.0,26.38279583584949,76.7131363225399,7.290691606893153,197.29684409494425,jute
89.0,52.0,45.0,24.842416142228444,77.08734486892924,7.0744027487034495,196.5372867326222,jute
77.0,51.0,44.0,23.319626270172506,82.81370136058284,7.105185050604706,166.00649641541222,jute
94.0,37.0,41.0,24.916521250082184,87.06593116188532,6.349896695233846,179.3765787595188,jute
75.0,41.0,35.0,25.058231955783594,78.70918177270865,6.9033004436822605,166.74623005114037,jute
60.0,55.0,36.0,26.122682236314887,80.6286725741585,7.0843386516305875,150.62955019686325,jute
62.0,56.0,35.0,26.14033325833453,81.51720121591329,6.238716706571273,163.38235572939368,jute
84.0,40.0,42.0,26.272912224022214,73.32557088917093,6.536822497387266,186.69263663622263,jute
100.0,56.0,40.0,26.510078169373628,83.30231194897966,7.475954928618185,176.12813807146213,jute
75.0,56.0,44.0,25.270145505173208,73.85495325270605,6.015319407405329,168.00318958289947,jute
78.0,46.0,42.0,23.0399078679725,78.44229204595347,7.049672082020264,155.5264076067467,jute
82.0,48.0,36.0,25.782401987606026,81.7845738109017,6.357982316052065,193.15716730458396,jute
100.0,58.0,41.0,23.12904537991088,87.8463128324895,6.786718185357544,160.79293829460812,jute
88.0,50.0,40.0,25.72555794800172,80.0024079977236,7.104069750827921,182.30507081292774,jute
67.0,41.0,40.0,25.936852192134936,87.76937458414646,7.32799710016672,152.59837334181532,jute
72.0,42.0,43.0,26.45301864632964,80.85558118401327,6.385965540507014,181.18545266506644,jute
89.0,40.0,43.0,26.42024497295182,73.08152416438298,7.104164581225275,189.93673729124674,jute
89.0,57.0,43.0,26.767703771086303,73.23473392758699,6.888930737686193,177.20511671385307,jute
61.0,41.0,44.0,24.458734520216897,82.04059782999973,6.554135189968191,159.8403318119742,jute
79.0,45.0,43.0,25.71872393749106,79.0540392698932,7.251644748214804,187.18938001797264,jute
84.0,40.0,43.0,24.991071776704235,88.21893194659154,7.364281090160035,169.5257534007968,jute
98.0,43.0,35.0,25.43487269132873,76.4532730659927,7.152514724207877,188.71852573832405,jute
75.0,36.0,44.0,23.269060447164637,74.26614892409542,6.682594644848851,153.53555330143897,jute
89.0,58.0,35.0,23.96846988058031,82.28812849784852,6.041583638390302,166.96010995184614,jute
91.0,41.0,37.0,24.482159202830093,83.17448397475678,6.063116559230914,192.0716594896279,jute
77.0,48.0,36.0,25.820603814258913,84.10174950750536,7.48465112849429,154.99531581836487,jute
66.0,58.0,35.0,23.637846997785317,79.30531012492007,7.347810268811255,185.22587724928533,jute
62.0,59.0,41.0,24.33283770406887,75.01565893415345,7.1579222606576245,192.26062816102166,jute
82.0,35.0,35.0,25.61751037917411,86.95197045649552,7.29279820311752,176.62840025319517,jute
61.0,41.0,35.0,25.06441674528673,79.55959851240513,6.875128753919663,195.71904841403665,jute
99.0,57.0,38.0,24.88629702207592,82.33780325737304,6.342788077299945,156.4384654586182,jute
70.0,42.0,43.0,23.075605812763254,76.68922466842035,6.524436537758817,157.1313509374858,jute
90.0,59.0,35.0,24.139205188964247,89.90979623185622,7.209612452072035,175.20324967904529,jute
73.0,43.0,42.0,26.48571855155639,78.06432678607932,6.379802816434712,154.84214899947648,jute
67.0,46.0,44.0,26.736306993814733,78.2533686170736,7.110507818777992,153.96805163904725,jute
84.0,37.0,42.0,25.561813884882078,80.99089046446004,6.762838695353212,170.09509678073474,jute
72.0,41.0,36.0,24.1933409848835,80.48356887325987,6.309510515540134,176.93195001126156,jute
71.0,56.0,37.0,23.110390796170314,86.3088455539898,6.484531849405036,176.0442539090296,jute
64.0,53.0,38.0,26.207034950604314,78.63533561307021,6.920211726702951,183.33781195209926,jute
65.0,54.0,39.0,23.87104422799043,70.85863384964036,7.2379759273187165,160.13011113100526,jute
60.0,58.0,37.0,26.252323320736206,79.07478968207859,6.0095016605484375,171.39723350899564,jute
86.0,39.0,43.0,26.177266941986584,71.17079043530606,6.5414421757785375,193.15045342934678,jute
90.0,50.0,44.0,27.070935225730302,73.52921777855796,6.415321977869144,171.53244820442282,jute
91.0,38.0,36.0,26.392551683876768,77.24579187539861,7.292193191673952,157.87752839215528,jute
87.0,48.0,38.0,23.772381928899865,80.85315048555664,7.133597143129954,190.31970260956484,jute
72.0,41.0,36.0,26.55539280822156,86.82147728210546,6.186939178374731,152.93235335102185,jute
71.0,54.0,35.0,26.647556861730305,70.93048104981163,7.346866288548153,199.2357688324746,jute
82.0,46.0,41.0,23.370331988900077,79.84031645560329,6.604714620319817,187.35507010484383,jute
71.0,52.0,43.0,26.392782117033263,73.99819172401452,6.577728002928729,180.4049451950137,jute
80.0,43.0,43.0,23.741551257936543,74.21203944938355,6.112586967724346,172.6640035657537,jute
77.0,55.0,43.0,25.4569261850336,75.99590646991471,6.5812212868820925,193.7088754387532,jute
95.0,57.0,41.0,23.299924563207743,73.60364360268561,6.3247304603558625,184.69908210146954,jute
63.0,47.0,35.0,26.969966437465203,89.16124312032416,7.293963281122406,194.01596333397416,jute
93.0,43.0,38.0,23.55875335667732,86.19237256679097,6.98531395580397,150.071818615218,jute
87.0,44.0,43.0,23.8931403956254,86.92484312804673,6.642930429130662,177.61471210281348,jute
88.0,52.0,39.0,23.804292009944653,88.08954518300365,6.869322148040612,154.50770495830352,jute
90.0,39.0,37.0,24.761633652831993,81.59604012120043,6.812039220911864,190.81567764734237,jute
90.0,39.0,43.0,24.431395719725593,82.23386282054328,6.602204595214383,190.94909829165624,jute
84.0,38.0,43.0,26.536453435862057,73.79483575226871,7.205943853254915,159.31828018672493,jute
89.0,47.0,38.0,25.36004913377789,72.20484616520959,5.9491172404976735,151.93732541619815,jute
60.0,37.0,39.0,26.63037947228251,82.97764925391189,5.975663418185908,161.2423545146641,jute
63.0,41.0,45.0,25.360894315513985,87.11896584862345,7.086039870811817,196.56801304462257,jute
86.0,40.0,39.0,25.61905013759198,88.22362914164384,6.295575461050136,175.57028391291985,jute
96.0,41.0,40.0,23.549577108950665,72.02848597475058,6.181465556812628,190.4114141405412,jute
100.0,35.0,36.0,25.160169499055666,72.1072912146559,6.456097512429492,190.528418967817,jute
63.0,37.0,43.0,23.326281211581364,84.90829466824765,6.925309490401217,185.61604090204517,jute
70.0,43.0,40.0,24.32814310934637,88.81415018450387,6.263974351033443,169.10086769830207,jute
67.0,55.0,44.0,26.340629169471264,75.01181946296774,7.287253771612717,182.27924720769857,jute
74.0,40.0,40.0,24.910258198663417,83.24355385699997,6.365496072521738,169.23492434182876,jute
89.0,53.0,44.0,24.902493072218615,72.03111230422597,7.331479428342927,150.30035621305672,jute
74.0,46.0,45.0,25.793729810942796,88.49632423140736,5.93705616628297,189.42463100231274,jute
89.0,41.0,38.0,23.06749649935888,74.76056390944503,6.232691499231475,199.73116489167987,jute
60.0,55.0,40.0,25.03273258669476,88.93409345194621,6.9046153258796235,151.5419249084212,jute
67.0,43.0,38.0,25.235893883888675,70.93063198762185,7.321605952624316,195.89763964334307,jute
70.0,38.0,35.0,24.441029707173755,79.37512864687467,7.113689650977128,164.30294583513933,jute
74.0,49.0,38.0,23.314520829917566,71.43635136271035,7.274614018466257,164.5054696565266,jute
90.0,40.0,39.0,25.728908938513275,81.83925272762997,6.531780777882848,192.03577472416703,jute
82.0,35.0,44.0,26.942380235187258,78.29237259931212,6.205369224405606,169.74467327863485,jute
73.0,45.0,37.0,23.71751568061547,74.59556578480043,6.697056140868594,181.21221472495338,jute
85.0,53.0,38.0,24.795713265567617,73.93647679060939,6.505768453838055,153.79773210896306,jute
81.0,56.0,36.0,23.283710079298693,72.66101979606644,7.089467997446659,174.82129108553085,jute
84.0,55.0,38.0,26.91396349642466,79.77707253855947,6.9831012309167635,173.17660414864426,jute
80.0,45.0,42.0,23.074353422551145,74.91421158068,7.1887746483928625,151.7443747656846,jute
76.0,54.0,45.0,24.311074244679265,77.62478240361239,6.0016699543278635,184.84033398972198,jute
76.0,56.0,39.0,24.279673947722923,89.87937110498758,6.3382214210822845,196.91311006741873,jute
81.0,40.0,45.0,25.75051284395539,80.77302352063363,6.4229804757715305,174.6692088476125,jute
76.0,44.0,45.0,25.438514717457846,84.22352755144566,6.8471166282566385,168.82496544458127,jute
69.0,47.0,40.0,25.374594776604955,76.1961020074402,6.18520933793701,183.7866765747723,jute
82.0,40.0,45.0,26.266107312585017,81.75399578985076,6.530740497185713,180.00923536617273,jute
69.0,57.0,35.0,24.172553521145048,78.46813473278202,6.154456383799569,186.1236856554944,jute
81.0,36.0,38.0,23.739466645455973,87.99833645421593,6.352556313363018,150.3544021647474,jute
67.0,60.0,38.0,24.708650202104042,78.6171397497282,7.271388543052369,162.27234228183903,jute
72.0,51.0,40.0,23.083144976827796,74.21868637282381,7.55530117555369,199.50501599832356,jute
65.0,39.0,45.0,23.568551043171936,70.85959393844097,6.856206836857242,184.42798696754778,jute
78.0,50.0,43.0,25.291171614588574,85.74516642329604,6.352549906319645,159.5864812327321,jute
77.0,52.0,41.0,23.860624591119215,83.51346092501149,6.043566398844818,167.6365928174146,jute
89.0,52.0,42.0,22.999892821700307,81.5113125328949,6.277347839413303,196.5676671874974,jute
62.0,49.0,37.0,24.228281610772182,82.84952164691754,7.66158264788177,166.22517418891906,jute
90.0,48.0,45.0,24.095128319636924,71.32297784770888,6.622117723288455,153.59652270834513,jute
66.0,47.0,36.0,24.914438054096657,74.43232283113683,6.516855553938139,175.52308250451233,jute
80.0,52.0,39.0,26.464431817886716,76.8908623161228,7.238391626319535,197.06942548412937,jute
89.0,52.0,45.0,24.94926397125776,76.87522492794724,7.414353603110157,196.4724212854232,jute
77.0,51.0,44.0,23.35183602276115,82.7993176297201,7.133022632443292,166.06765411944198,jute
94.0,37.0,41.0,24.779259815183863,86.98696279126105,6.3775412703597,179.10025294166505,jute
75.0,41.0,35.0,25.02466660351385,78.47439516906593,6.7794598853856085,166.66077022593865,jute
60.0,55.0,36.0,26.15682864131124,80.37636140547947,7.1072260859329806,150.788439258093,jute
62.0,56.0,35.0,26.107732320936453,81.65661365798474,6.21402175278523,163.2910963976431,jute
84.0,40.0,42.0,26.46256293741946,73.3473754362412,6.538903408272468,186.69356962018546,jute
100.0,56.0,40.0,26.583256696172544,83.22907974583526,7.527586682295525,176.09922143325795,jute
75.0,56.0,44.0,25.208507239889787,73.69071259639983,6.163278966450716,168.0623156959659,jute
78.0,46.0,42.0,23.030257068202516,78.49711664817632,6.892748607152507,155.37235396528533,jute
82.0,48.0,36.0,25.89075358797857,81.88991093003823,6.1925252734165985,193.31947496942962,jute
100.0,58.0,41.0,23.251256108849255,87.89595024229381,6.661661431796308,160.47353288217303,jute
88.0,50.0,40.0,25.617854521533438,79.79939187883417,7.00881394156044,182.18433865663843,jute
67.0,41.0,40.0,25.87462191008676,87.68248561177509,7.2017994058669945,152.57384440011754,jute
72.0,42.0,43.0,26.612299838038677,80.88820999981421,6.263875624521359,181.3774147105251,jute
89.0,40.0,43.0,26.204346165441475,72.7511210896954,7.075979001449433,190.08809041128947,jute
89.0,57.0,43.0,27.137422500278443,73.23647920857925,6.997618696013594,177.3068235151382,jute
61.0,41.0,44.0,24.404284198205623,81.99411591476142,6.5315957040331565,160.02560043878302,jute
79.0,45.0,43.0,25.72071316897015,79.11820493362512,7.134203066532078,187.12233202175815,jute
84.0,40.0,43.0,25.092034726267595,88.39651045173267,7.272689213079375,169.19063882703014,jute
98.0,43.0,35.0,25.63869976845251,76.35238108906587,7.565221576969886,188.77617290160123,jute
75.0,36.0,44.0,23.28448365390629,74.27704145033096,6.637964555570692,153.97095391139914,jute
89.0,58.0,35.0,24.040820725441566,82.19210588008413,5.987607344458375,167.0768708598021,jute
91.0,41.0,37.0,24.531769271890376,83.29487344014423,6.2323050905405415,192.36840659330454,jute
77.0,48.0,36.0,25.93399199105071,84.18548265882217,7.387734716908681,154.91705157030162,jute
66.0,58.0,35.0,23.565163667355222,79.4806691725989,7.367497440722071,185.15454027059246,jute
62.0,59.0,41.0,24.153858384827977,74.77061917827392,7.120486316803884,192.3971445215158,jute
82.0,35.0,35.0,25.542121456848164,86.88290628491069,7.393126800341932,176.37657935469468,jute
61.0,41.0,35.0,25.12832201706766,79.46928787723365,6.742796753337256,195.84071128458106,jute
99.0,57.0,38.0,24.98346458196767,82.07819224326461,6.399215730256315,156.49619081620725,jute
70.0,42.0,43.0,23.285741145701145,76.5551204872338,6.521749828541288,157.04652961340628,jute
90.0,59.0,35.0,24.35441499092066,90.02251591620455,7.21204908461366,175.20854047021294,jute
73.0,43.0,42.0,26.646641581096496,77.89787065497643,6.2715015754143435,154.919354665023,jute
67.0,46.0,44.0,26.75886628620959,78.1462408692391,6.98605355814615,154.0047024467939,jute
84.0,37.0,42.0,25.407959297393468,81.27086511852522,6.637875611008815,169.99633588450055,jute
72.0,41.0,36.0,24.189976437691634,80.57783918021255,6.170770088416256,176.87021673958398,jute
71.0,56.0,37.0,22.99149920512615,86.10967718460718,6.406833321420569,176.08436484951739,jute
64.0,53.0,38.0,26.253800397682667,78.37458625286118,6.950541636827837,183.46430303555908,jute
65.0,54.0,39.0,23.73745826384425,71.15869250451533,7.338546894807715,159.96366639001786,jute
60.0,58.0,37.0,26.154442264003777,79.15696302573842,6.059674011240606,171.31073934821399,jute
86.0,39.0,43.0,26.055882559543207,71.1589081317454,6.444240327561667,193.1078811943613,jute
90.0,50.0,44.0,26.996220025017696,73.43759925824938,6.291292602786763,171.18130633432264,jute
91.0,38.0,36.0,26.383849133284233,77.21744914902631,7.31236545583479,157.88090091862313,jute
87.0,48.0,38.0,23.7733781124784,80.81770335804075,7.152322378253991,190.28005086670322,jute
72.0,41.0,36.0,26.450823200270296,86.87722803728774,5.937320904584365,152.90554567117982,jute
71.0,54.0,35.0,26.448195533979423,71.1355277972713,7.3294257024893605,199.55230378894476,jute
82.0,46.0,41.0,23.34509713262197,79.65746451997123,6.495164013148768,187.33290163659169,jute
71.0,52.0,43.0,26.521148710817943,74.1030286909876,6.744376771675431,180.10748325239706,jute
80.0,43.0,43.0,23.91842548550523,74.31063553669729,6.0757927429752225,172.6350285290591,jute
77.0,55.0,43.0,25.583471392141828,76.14150726965201,6.705351899189446,193.5792117099741,jute
95.0,57.0,41.0,23.211720725684696,73.70673897060202,6.478893332903319,184.70682186367168,jute
63.0,47.0,35.0,26.98648089456071,89.01127146802348,7.446087257658088,193.9746233884873,jute
93.0,43.0,38.0,23.78311075655431,86.1531832151274,6.942967679779135,150.194326708777,jute
87.0,44.0,43.0,23.834060530148538,86.74204228607344,6.577318294524215,177.5060623526213,jute
88.0,52.0,39.0,23.82332213698416,88.00959096503966,6.97386570564861,154.69219724074836,jute
90.0,39.0,37.0,24.67126843615481,81.74467165463132,6.800327347653208,190.67678635914737,jute
90.0,39.0,43.0,24.535858131185265,82.28904262272154,6.875798279870625,191.02171890847848,jute
84.0,38.0,43.0,26.8322274777066,73.85615389403134,7.215881716258319,159.37020598036298,jute
89.0,47.0,38.0,25.57877126150796,72.33054270534298,6.198059748644066,151.81803310743183,jute
60.0,37.0,39.0,26.667526414728123,82.69560104350279,5.995280174480898,161.28603786442142,jute
63.0,41.0,45.0,25.258544093516456,86.91699749044285,6.834134041512451,196.6543048905134,jute
86.0,40.0,39.0,25.60869946026613,88.1178821275655,6.111816742247278,175.70242333315358,jute
96.0,41.0,40.0,23.43180437961458,72.13238731166028,6.155596088364768,190.37608012744283,jute
100.0,35.0,36.0,25.343264613068794,71.98233769381203,6.229678404758064,190.44362486984554,jute
63.0,37.0,43.0,23.461422463627216,84.99239181779214,6.7432100191309585,185.73095261594918,jute
70.0,43.0,40.0,24.271889275148354,88.9115131073558,6.0832310488985994,169.16045921807853,jute
67.0,55.0,44.0,26.395940544959206,75.12610268848236,7.216667264772918,182.22225605631866,jute
74.0,40.0,40.0,25.135833753669083,83.140004320607,6.308222454257235,169.3595462467884,jute
89.0,53.0,44.0,24.979716335148485,71.97297245377911,7.20208401865062,150.30966987200566,jute
74.0,46.0,45.0,25.929212488375345,88.19168052175263,5.914070477461895,189.50308740117856,jute
89.0,41.0,38.0,23.16122940035482,74.60540824443007,6.1835282320577045,199.89676125340245,jute
60.0,55.0,40.0,24.959435287410663,89.16111262940508,7.029564891288246,151.44607466762906,jute
67.0,43.0,38.0,25.144674605802134,70.96962293121835,7.285083621233965,195.9046270743841,jute
70.0,38.0,35.0,24.27202373938233,79.36294619161502,6.969765407621247,164.1216051807759,jute
74.0,49.0,38.0,23.15121269671031,71.34037071991969,7.410018302368743,164.54143480116792,jute
90.0,40.0,39.0,25.585515944043284,81.86148885283681,6.710582574065917,191.96018681215486,jute
82.0,35.0,44.0,27.03879983842741,78.23519158677406,6.17160126217153,169.8922179640976,jute
73.0,45.0,37.0,23.711431776256124,74.42935149932042,6.731006584784405,181.2907975134034,jute
85.0,53.0,38.0,24.953405293141593,73.95901760906466,6.450921602757844,154.011216977156,jute
81.0,56.0,36.0,23.493563877332015,72.48153048038309,7.143936345781514,174.78939579574302,jute
84.0,55.0,38.0,26.686383154244126,79.73981797390692,7.1773714396853325,173.08075567453415,jute
80.0,45.0,42.0,23.221181664033757,74.94362248780097,7.502805826681108,151.9045344452286,jute
76.0,54.0,45.0,24.23007710216768,77.39878852700895,6.1964199970489044,185.01057660092087,jute
76.0,56.0,39.0,24.587565277835846,89.73327955825009,6.474280875687418,197.150015434876,jute
81.0,40.0,45.0,25.751341204769833,80.66164131512062,6.43747763406709,174.46682265449508,jute
76.0,44.0,45.0,25.521667062011115,84.61007570522202,6.666661862536751,168.65073846902874,jute
69.0,47.0,40.0,25.35071048525676,76.44064551815883,6.224063694685116,183.7324289590832,jute
